utc,tweetid,user,text
2020-05-05T11:54:50.000Z,1257639889207607296,mkhgsn,北海道鈴木、愛知大村は○、宮城△、石川、千葉、神奈川×、小池都政は？　政治学者・御厨貴「知事たちの通信簿　東日本編」 #新型コロナ #鈴木直道 #小池百合子 #大村秀章 #御厨貴 #文春オンライン https://t.co/RIQKudIt73
2020-05-05T11:52:35.000Z,1257639326101331969,megameganeya3,RT @oricon : 小池都知事『ななにー』生出演　稲垣吾郎・草なぎ剛・香取慎吾とコロナ対策を語るhttps://t.co/e7hZqoZBuI #稲垣吾郎 #草なぎ剛 #香取慎吾 #小池百合子 #新しい地図 #ABEMA #ななにー @ingkgrofficial @atarashiichizu @ksngtysofficial @ktrsngofficial @ecoyuri
2020-05-05T11:52:30.000Z,1257639304823627777,allposh3336,#トヨタ も #ソフトバンク も #ユニクロ も #親中派企業 はアメリカと仕事できなくなるよ。頑張れー。ざまーみろ‼️https://t.co/URBc1B6axJ#高須克弥 #佐藤正久 #河野太郎 #小池百合子 #百田尚樹 #松井一郎 #吉村洋文 #足立康史 #門田隆将 #青山繁晴 #須田慎一郎 #石平田郎 #自民党 #安倍晋三
2020-05-05T11:52:28.000Z,1257639296929955841,megameganeya3,RT @oricon : 小池都知事「STAY HOME」CM出演の香取慎吾に感謝　『ななにー』生出演で外出自粛を呼びかけ（写真 全4枚）https://t.co/lNyuXqgaFc #稲垣吾郎 #草なぎ剛 #香取慎吾 #小池百合子 #新しい地図 #ABEMA #ななにー @ingkgrofficial @atarashiichizu @ksngtysofficial @ktrsngofficial @ecoyuri
2020-05-05T11:52:09.000Z,1257639215363284995,tstyleorg,RT @allposh3336 : これは支援という名のイメージアップを狙った偽善者。酷いなこれ。#支援 #医療関係者 #高須克弥 #佐藤正久 #河野太郎 #小池百合子 #百田尚樹 #松井一郎 #吉村洋文 #足立康史 #門田隆将 #青山繁晴 #須田慎一郎 #産経新聞 #自民党 #安倍晋三 #newszero  #news23 #livenews #報道ステーション #Nスタ https://t.co/n2GWYEEe4Z
2020-05-05T11:51:52.000Z,1257639143535816705,eripon963,RT @BeAllLight : おそらく普通の人たちは、三人の活動も基金のことも知らない人が多いかと思うので、こういった記事は本当にありがたいです。#北日本新聞#小池百合子#新しい地図 #稲垣吾郎#草彅剛#香取慎吾#ななにー https://t.co/ZhmRRBYB7p
2020-05-05T11:51:25.000Z,1257639032785457152,tomonga15,RT @BeAllLight : おそらく普通の人たちは、三人の活動も基金のことも知らない人が多いかと思うので、こういった記事は本当にありがたいです。#北日本新聞#小池百合子#新しい地図 #稲垣吾郎#草彅剛#香取慎吾#ななにー https://t.co/ZhmRRBYB7p
2020-05-05T11:50:49.000Z,1257638881039548418,ponkotsu758,愛知県民としては「はぁぁああ？」なんですが・・・北海道鈴木、愛知大村は○、宮城△、石川、千葉、神奈川×、小池都政は？政治学者・御厨貴「知事たちの通信簿　東日本編」 #新型コロナ #鈴木直道 #小池百合子 #大村秀章 #御厨貴 #文春オンライン https://t.co/A67EoUpo8E
2020-05-05T11:49:29.000Z,1257638543859449856,hana_hana2023,@DBwiSVhVvoU9IuA @toshioo_7 失礼します。最近の #小池百合子 も酷すぎて笑ってしまいますね。このバカ丸出しの #安倍晋三 の姿がハッキリと映しだされ、おまけに #デキ会見 とバレてしまう情けない動画！https://t.co/0XqVNDrdIM
2020-05-05T11:48:59.000Z,1257638417954795521,breakgear001,RT @allposh3336 : これは支援という名のイメージアップを狙った偽善者。酷いなこれ。#支援 #医療関係者 #高須克弥 #佐藤正久 #河野太郎 #小池百合子 #百田尚樹 #松井一郎 #吉村洋文 #足立康史 #門田隆将 #青山繁晴 #須田慎一郎 #産経新聞 #自民党 #安倍晋三 #newszero  #news23 #livenews #報道ステーション #Nスタ https://t.co/n2GWYEEe4Z
2020-05-05T11:47:50.000Z,1257638130384920577,colonel_yukiomi,RT @allposh3336 : これは支援という名のイメージアップを狙った偽善者。酷いなこれ。#支援 #医療関係者 #高須克弥 #佐藤正久 #河野太郎 #小池百合子 #百田尚樹 #松井一郎 #吉村洋文 #足立康史 #門田隆将 #青山繁晴 #須田慎一郎 #産経新聞 #自民党 #安倍晋三 #newszero  #news23 #livenews #報道ステーション #Nスタ https://t.co/n2GWYEEe4Z
2020-05-05T11:45:41.000Z,1257637586480164864,NikoNe_san_2525,RT @allposh3336 : これは支援という名のイメージアップを狙った偽善者。酷いなこれ。#支援 #医療関係者 #高須克弥 #佐藤正久 #河野太郎 #小池百合子 #百田尚樹 #松井一郎 #吉村洋文 #足立康史 #門田隆将 #青山繁晴 #須田慎一郎 #産経新聞 #自民党 #安倍晋三 #newszero  #news23 #livenews #報道ステーション #Nスタ https://t.co/n2GWYEEe4Z
2020-05-05T11:43:11.000Z,1257636959582740487,kanataootoka,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:42:53.000Z,1257636882608869377,g4sO3WuWaXG3hok,RT @BeAllLight : おそらく普通の人たちは、三人の活動も基金のことも知らない人が多いかと思うので、こういった記事は本当にありがたいです。#北日本新聞#小池百合子#新しい地図 #稲垣吾郎#草彅剛#香取慎吾#ななにー https://t.co/ZhmRRBYB7p
2020-05-05T11:42:12.000Z,1257636712085258241,a9ZkFrhxoMKyzQp,RT @lirica4444 : もう笑わせにきてるよね？笑密です密です？穴あいたレースのマスク着けてたオバさんが何言ってんの？https://t.co/QQRag9FLRPお前らの馬鹿げた言動の一つ一つが#コロナは嘘 って事を証明してるんだよ！#小池百合子　#コロナは嘘#コロナはインフルエンザ https://t.co/n9Qhomj9V8 https://t.co/EOFQZQcD70
2020-05-05T11:41:53.000Z,1257636632972472320,arimeow10,RT @bunshun_online : 北海道鈴木、愛知大村は○、宮城△、埼玉、石川×、小池都政は？　政治学者・御厨貴「知事たちの通信簿　東日本編」 #新型コロナ #鈴木直道 #小池百合子 #大村秀章 #御厨貴 #文春オンラインhttps://t.co/o4QZijWCGY
2020-05-05T11:40:52.000Z,1257636377241333760,dengangan,RT @lirica4444 : もう笑わせにきてるよね？笑密です密です？穴あいたレースのマスク着けてたオバさんが何言ってんの？https://t.co/QQRag9FLRPお前らの馬鹿げた言動の一つ一つが#コロナは嘘 って事を証明してるんだよ！#小池百合子　#コロナは嘘#コロナはインフルエンザ https://t.co/n9Qhomj9V8 https://t.co/EOFQZQcD70
2020-05-05T11:38:20.000Z,1257635736733413376,allposh3336,これは支援という名のイメージアップを狙った偽善者。酷いなこれ。#支援 #医療関係者 #高須克弥 #佐藤正久 #河野太郎 #小池百合子 #百田尚樹 #松井一郎 #吉村洋文 #足立康史 #門田隆将 #青山繁晴 #須田慎一郎 #産経新聞 #自民党 #安倍晋三 #newszero  #news23 #livenews #報道ステーション #Nスタ https://t.co/n2GWYEEe4Z
2020-05-05T11:36:12.000Z,1257635200793579520,Tridrosen,今日の外会見で百合子ちゃん、誰に向けてなのか事業継続計画をわざわざBCPと言い換えてたの可愛いかった♥️#小池百合子 https://t.co/Ko8Tx7FwyV
2020-05-05T11:35:56.000Z,1257635134695587841,satorinrinriy,RT @KosukeYAMAchan : 都立高校に今春入学した１年生。4月7日の入学式がなかった関係で、担任もクラスも知らされないまま1カ月以上過ごしている生徒がいることを、#小池百合子 東京都知事はご存じでしょうか。#新型コロナ　#STAYHOME週間
2020-05-05T11:35:50.000Z,1257635108380479488,bZAYZjUIh6MLXLg,RT @lirica4444 : もう笑わせにきてるよね？笑密です密です？穴あいたレースのマスク着けてたオバさんが何言ってんの？https://t.co/QQRag9FLRPお前らの馬鹿げた言動の一つ一つが#コロナは嘘 って事を証明してるんだよ！#小池百合子　#コロナは嘘#コロナはインフルエンザ https://t.co/n9Qhomj9V8 https://t.co/EOFQZQcD70
2020-05-05T11:35:35.000Z,1257635045537271809,koro312,小池さん狙ってる？今年の流行語大賞？「三密」#三密 #流行語大賞 #小池百合子
2020-05-05T11:35:27.000Z,1257635011546673152,allposh3336,ジャニーズ事務所、こりゃダメだ。#高須克弥 #佐藤正久 #河野太郎 #小池百合子 #百田尚樹 #松井一郎 #吉村洋文 #足立康史 #門田隆将 #青山繁晴 #須田慎一郎 #石平田郎 #櫻井よしこ #産経新聞 #自民党 #安倍晋三 #言論テレビ #正論  #newszero  #グッデイ #ひるおび #バイキング #ミヤネ屋 #Nスタ https://t.co/n2GWYEEe4Z
2020-05-05T11:34:30.000Z,1257634773251452928,ChiGappy,RT @lirica4444 : もう笑わせにきてるよね？笑密です密です？穴あいたレースのマスク着けてたオバさんが何言ってんの？https://t.co/QQRag9FLRPお前らの馬鹿げた言動の一つ一つが#コロナは嘘 って事を証明してるんだよ！#小池百合子　#コロナは嘘#コロナはインフルエンザ https://t.co/n9Qhomj9V8 https://t.co/EOFQZQcD70
2020-05-05T11:33:35.000Z,1257634542652809217,going49,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:33:11.000Z,1257634444610953216,makoxxx_40,@nikkei 東京の都知事さんとか総理大臣とかとは大違いですね学んで欲しい＃小池百合子＃安倍晋三
2020-05-05T11:31:16.000Z,1257633959405477891,tkendow,緊急事態宣言解除後にむけてブログを更新しました。#エール　#窪田正孝　#二階堂ふみ　#小池都知事　#小池百合子　#緊急記者会見　#緊急事態宣言　#隈研吾　#中野信子　#エースコック　#蕎麦　#カップ麺　#ロックギタリスト　#柿迫翼 https://t.co/RTK3otSZ4W
2020-05-05T11:30:52.000Z,1257633860629618689,ZO142OpzJJzISbl,RT @the8hours : 3月31日、#小池百合子 都知事は22年度中に都立・公社病院を地方独立行政法人化する方針を盛り込んだ、「新たな病院運営改革ビジョン～大都市東京を医療で支え続けるために～」を発表しました。ところで『都立・公社病院を地方独立行政法人化する』と言われてピンとくる人は、どれくらいいますか？
2020-05-05T11:29:41.000Z,1257633560074153984,Vaio_Corolla,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:27:22.000Z,1257632977351106560,ebleaf,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:24:30.000Z,1257632256539025412,nogizaka46_2767,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:23:47.000Z,1257632076565590016,kaomasa2786,RT @oricon : 小池都知事『ななにー』生出演　稲垣吾郎・草なぎ剛・香取慎吾とコロナ対策を語るhttps://t.co/e7hZqoZBuI #稲垣吾郎 #草なぎ剛 #香取慎吾 #小池百合子 #新しい地図 #ABEMA #ななにー @ingkgrofficial @atarashiichizu @ksngtysofficial @ktrsngofficial @ecoyuri
2020-05-05T11:23:04.000Z,1257631897124929537,happy03150315,RT @sakuma3939_2525 : 密ですビート/Atree様『STAY HOME』Mix=パミ様(@ PaMi_Mix2)Encode= れっさー様(@ lesser41567)Vocal=咲舞Full☟Y(https://t.co/hlnurXywIO)N(https://t.co/31ZeGr77Uz)#密です #密ですビート#東京都#小池百合子#ソーシャルディスタンス#歌ってみた#さくまのうた https://t.co/bmde76RWTk
2020-05-05T11:23:02.000Z,1257631887545135104,maikerujakuson8,RT @lirica4444 : もう笑わせにきてるよね？笑密です密です？穴あいたレースのマスク着けてたオバさんが何言ってんの？https://t.co/QQRag9FLRPお前らの馬鹿げた言動の一つ一つが#コロナは嘘 って事を証明してるんだよ！#小池百合子　#コロナは嘘#コロナはインフルエンザ https://t.co/n9Qhomj9V8 https://t.co/EOFQZQcD70
2020-05-05T11:22:46.000Z,1257631820528513024,TOKYO_HEADLINE,東京都、事業者への協力金を再び支給 #小池百合子 #緊急事態宣言 #緊急事態措置 https://t.co/GeXGng5sZ8
2020-05-05T11:22:05.000Z,1257631647962247170,allposh3336,#外患誘致罪 これ、#二階俊博 や阿部政権の中や、経団連に適応されるだろ。ま、アメリカはもう親中派ほ調べあげてるよ。#高須克弥 #佐藤正久 #河野太郎 #小池百合子 #百田尚樹 #松井一郎 #吉村洋文 #足立康史 #門田隆将 #青山繁晴 #須田慎一郎 #自民党 #安倍晋三 #正論  #newszero  #報道ステーション https://t.co/pXx4nX0t5Z
2020-05-05T11:22:03.000Z,1257631638860648448,FOTO1018,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:21:05.000Z,1257631396203356160,niftynews,小池百合子都知事を使って“密”を分散させるゲーム登場　「リズム天国みたい」との声 #小池百合子 #ゲーム #3密 https://t.co/KL7yif65SI
2020-05-05T11:20:33.000Z,1257631264506437632,thompson1280,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:20:14.000Z,1257631182876897285,tatsuya1208720,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:20:00.000Z,1257631126509645825,unauna711,@quefait アテクシ #小池ズル子 でございます｡アテクシは小ズルいんです｡#小池百合子 😎😎😎
2020-05-05T11:17:47.000Z,1257630568809783298,senajapan11,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:17:23.000Z,1257630467144048641,SavenSatow,RT @bunshun_online : 北海道鈴木、愛知大村は○、宮城△、埼玉、石川×、小池都政は？　政治学者・御厨貴「知事たちの通信簿　東日本編」 #新型コロナ #鈴木直道 #小池百合子 #大村秀章 #御厨貴 #文春オンラインhttps://t.co/o4QZijWCGY
2020-05-05T11:15:52.000Z,1257630085063995393,WSg8KJ0aOL717SE,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:15:34.000Z,1257630007926521856,jyuntan71,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:15:26.000Z,1257629974556626951,nyankoo6,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:15:12.000Z,1257629918629777408,hayaya12345,小池さん見た目だけやってますよ的な感じじゃだめよ。あんたが作業する訳じゃないのにわぞわざ作業着着なくていいんだよ。指示だす人はどっしり構えてちゃんと対応することが大切なのだ。「ステイイン東京！」言葉もかっこよければいい訳じゃない#小池百合子#東京都知事#コロナウイルス https://t.co/vOI5MPu4rQ
2020-05-05T11:14:50.000Z,1257629825927229440,akki_hana,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:14:06.000Z,1257629641143025664,nyan0_0nyan,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:13:55.000Z,1257629592472260608,kisanukiyouhei,イントネーション研究。小池都知事の声にユニゾンしました。 #イントネーション研究 #カリンバ #クロマチックカリンバ #ベース #StayHome #小池百合子 #小池都知事 #SocialDistance #savelives https://t.co/PIguD7dnd9
2020-05-05T11:13:25.000Z,1257629470199918593,jimuchan3,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:13:23.000Z,1257629459068289024,KAZERIDE,RT @lirica4444 : もう笑わせにきてるよね？笑密です密です？穴あいたレースのマスク着けてたオバさんが何言ってんの？https://t.co/QQRag9FLRPお前らの馬鹿げた言動の一つ一つが#コロナは嘘 って事を証明してるんだよ！#小池百合子　#コロナは嘘#コロナはインフルエンザ https://t.co/n9Qhomj9V8 https://t.co/EOFQZQcD70
2020-05-05T11:13:10.000Z,1257629406270373888,dragonflytombo,北海道鈴木、愛知大村は○、宮城△、石川、千葉、神奈川×、小池都政は？　政治学者・御厨貴「知事たちの通信簿　東日本編」 #新型コロナ #鈴木直道 #小池百合子 #大村秀章 #御厨貴 #文春オンライン https://t.co/G5XI12qYT6
2020-05-05T11:12:44.000Z,1257629295310036992,pororarufu,RT @BeAllLight : おそらく普通の人たちは、三人の活動も基金のことも知らない人が多いかと思うので、こういった記事は本当にありがたいです。#北日本新聞#小池百合子#新しい地図 #稲垣吾郎#草彅剛#香取慎吾#ななにー https://t.co/ZhmRRBYB7p
2020-05-05T11:12:30.000Z,1257629236778549251,zawatch,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:12:18.000Z,1257629187700998144,May_may274,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:11:48.000Z,1257629060101926912,chie198211,RT @news24ntv : 【#小池都知事 緊急会見 LIVE配信】東京都の #小池百合子 知事 は#緊急事態宣言延長 にともなう東京都の対応について#緊急記者会見 を行っています。LIVE配信はこちら🔽https://t.co/UF710AGHWD
2020-05-05T11:11:28.000Z,1257628975515361281,y3tmY5JjSnOIjeA,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:10:01.000Z,1257628611059740672,ysdpub,北海道鈴木、愛知大村は○、宮城△、石川×、小池都政は？　政治学者・御厨貴「知事たちの通信簿　東日本編」 #新型コロナ #鈴木直道 #小池百合子 #大村秀章 #御厨貴 #文春オンライン https://t.co/rxl4MxD5eN
2020-05-05T11:09:52.000Z,1257628574242095105,country1x0,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:09:35.000Z,1257628502238523393,U0f4jIAMXFZ0iCs,RT @hatakezo : 「怖いのは、小池派が、このような女性リーダー論を利用して、自らがオリンピックを優先させたことを隠蔽し、上昇気流に乗ることだ。」（本文より）新型コロナで人気再燃　「小池都知事、女子力高い」の危険性わたしたちは「女性リーダー」に何を望むのか？ #小池百合子https://t.co/thrM1FWrqD
2020-05-05T11:09:20.000Z,1257628440741597184,koti_hamao,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:08:46.000Z,1257628297799675904,myasu11,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:08:31.000Z,1257628236046950402,rewryth,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:08:18.000Z,1257628179520458752,zachota,RT @nikkansports : 自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:08:18.000Z,1257628179344183296,5302duffy,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:08:03.000Z,1257628116177973249,nikkansports,自粛要請延長で東京都が総額449億円の補正予算 #小池百合子 #東京都 https://t.co/RjsIFtCrQF
2020-05-05T11:07:59.000Z,1257628100579319809,gra3bub,RT @ori_tarte : 多少下手を打ったとしても 各局長がきちんと答えているのは何処ぞの国家より遥かにチーム感あるんだよ。って、ああ「誰かさんと違って」ってアメ横商店街の人に言われてるし😆 #小池百合子 #TOKYOMX
2020-05-05T11:07:35.000Z,1257628000746528770,wide11,これまでの都道府県知事の評価。私もほとんど一緒。北海道鈴木、愛知大村は○、宮城△、石川×、小池都政は？　政治学者・御厨貴「知事たちの通信簿　東日本編」 #新型コロナ #鈴木直道 #小池百合子 #大村秀章 #御厨貴 #文春オンライン https://t.co/nPP6cHuuuM
2020-05-05T11:07:17.000Z,1257627923093151744,apojikatatusans,RT @the8hours : 3月31日、#小池百合子 都知事は22年度中に都立・公社病院を地方独立行政法人化する方針を盛り込んだ、「新たな病院運営改革ビジョン～大都市東京を医療で支え続けるために～」を発表しました。ところで『都立・公社病院を地方独立行政法人化する』と言われてピンとくる人は、どれくらいいますか？
2020-05-05T11:06:41.000Z,1257627773188726784,Kei_love_chip,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:06:12.000Z,1257627652468305926,cosmojp,----現状、東京は日本の首都だから1日でも早く元に戻さないと経済が回らない。 これだけのお金を払ってでも早期に終息させたい、なおかつ小企業を助けないといけない。 雇用保険に加入していないと雇用調整助成金も受...#Yahooニュースのコメント　＃吉村洋文　＃小池百合子 https://t.co/BXQ5jCTeZ0
2020-05-05T11:05:28.000Z,1257627466220236800,suuueee_chao0,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:05:23.000Z,1257627447014518786,mttids1,百合子さん、おしゃれ番長過ぎる… ペイズリーだと…? #小池百合子東京都、外出自粛と休業の要請継続　協力金も追加支給へ  (産経ニュース) https://t.co/NwZTEiwiSu #linenews
2020-05-05T11:05:16.000Z,1257627418879131648,gra3bub,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:05:04.000Z,1257627365615652864,Aozola_ha,RT @lirica4444 : もう笑わせにきてるよね？笑密です密です？穴あいたレースのマスク着けてたオバさんが何言ってんの？https://t.co/QQRag9FLRPお前らの馬鹿げた言動の一つ一つが#コロナは嘘 って事を証明してるんだよ！#小池百合子　#コロナは嘘#コロナはインフルエンザ https://t.co/n9Qhomj9V8 https://t.co/EOFQZQcD70
2020-05-05T11:04:45.000Z,1257627288037777408,eve_mikucha,#小池百合子5/7〜31迄休業要請に応じた店や会社は前回の東京都独自の支援金最大百万円とは別に新たに5月分として前回同様最大百万円を交付するこれならば指示を一度でも無視したパチンコ屋などは当然貰えなくなる6月分もそうだろうな百合子さんはとてもクレバーだhttps://t.co/YT4RiNtdN8
2020-05-05T11:04:36.000Z,1257627248087031814,1974_Satosi,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:04:34.000Z,1257627242387001344,Kuti_ji3426,RT @lirica4444 : もう笑わせにきてるよね？笑密です密です？穴あいたレースのマスク着けてたオバさんが何言ってんの？https://t.co/QQRag9FLRPお前らの馬鹿げた言動の一つ一つが#コロナは嘘 って事を証明してるんだよ！#小池百合子　#コロナは嘘#コロナはインフルエンザ https://t.co/n9Qhomj9V8 https://t.co/EOFQZQcD70
2020-05-05T11:03:40.000Z,1257627014858596352,y3tmY5JjSnOIjeA,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:03:33.000Z,1257626986207301633,RIKU10379752,RT @lirica4444 : もう笑わせにきてるよね？笑密です密です？穴あいたレースのマスク着けてたオバさんが何言ってんの？https://t.co/QQRag9FLRPお前らの馬鹿げた言動の一つ一つが#コロナは嘘 って事を証明してるんだよ！#小池百合子　#コロナは嘘#コロナはインフルエンザ https://t.co/n9Qhomj9V8 https://t.co/EOFQZQcD70
2020-05-05T11:03:05.000Z,1257626866191491073,snuzhymuia,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:02:39.000Z,1257626759115100162,mius100,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:01:52.000Z,1257626559491395584,1112kamenoko,RT @news24ntv : 【#小池都知事 緊急会見 LIVE配信】東京都の #小池百合子 知事 は#緊急事態宣言延長 にともなう東京都の対応について#緊急記者会見 を行っています。LIVE配信はこちら🔽https://t.co/UF710AGHWD
2020-05-05T11:00:52.000Z,1257626308705546240,kawahir69203948,#小池百合子 、#ザフォーカス、#緊急事態措置 延長3蜜も意識は高まって、なんとなく定着してきた様な。クラスターの発生率も低下してるが、小さな感染や家庭内感染が増えてる様な。いずれにせよ、多少の効果が出ている様なので、日本の民度が試される時期なのでしょうね。
2020-05-05T11:00:23.000Z,1257626187041353728,66avg1QqSOCVn0U,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:00:19.000Z,1257626171098820609,akibebe7,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T11:00:17.000Z,1257626164199190528,ZARD76241793,RT @hiroko_nanami : YouTube七海ひろこチャンネル更新しました。是非ご覧くださいませ。「小池都知事が緊急事態宣言延長を都民のせいに?! 」https://t.co/lS2Ys9VHfY （スタッフ投稿）#幸福実現 #七海ひろこ #小池百合子 #緊急事態宣言延長 #七海
2020-05-05T11:00:00.000Z,1257626091423858689,AZaHceYjbWIogRQ,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T10:59:53.000Z,1257626064232173569,ojyamaro,RT @ISOKO_MOCHIZUKI : #小池百合子 都知事は #ネットカフェ難民 の宿泊対策に12億円と威勢よく発表してたが、実態がこれとは。酷い。都、ネットカフェ難民のホテル提供出し惜しみ、消えた3349人#東京チャレンジネット を通じてホテルに入れる人は「3か月後に自立する見通しがつく人に限られる」 https://t.co/MPxIXRplVA
2020-05-05T10:59:47.000Z,1257626037581561856,MJK_mjk11,RT @JK_itazura : 後半戦も盛り上がってきましたよ～GWの夜は遊びつくそう！りんかちゃんご案内可能一緒にいるだけで満足できるようなひと時を与えてくれます。まだ若い彼女ですが、既に耳が性感帯らしくかなり敏感かもしれません…！#100万円  #3密　#密 #感染 #jk#緊急事態宣言延長 　#小池百合子 #協力金 https://t.co/nu76Q2auyp
2020-05-05T10:59:28.000Z,1257625955775873025,kyaryxJAPAN,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T10:59:00.000Z,1257625841976004609,SuenTszHo,RT @modelpress : 東京都、学生への新たな支援策発表「希望を失っていただきたくない」#小池都知事 #小池百合子▼記事詳細はこちらhttps://t.co/drZQr7Hn4Z
2020-05-05T10:58:57.000Z,1257625827434303489,JK_itazura,後半戦も盛り上がってきましたよ～GWの夜は遊びつくそう！りんかちゃんご案内可能一緒にいるだけで満足できるようなひと時を与えてくれます。まだ若い彼女ですが、既に耳が性感帯らしくかなり敏感かもしれません…！#100万円  #3密　#密 #感染 #jk#緊急事態宣言延長 　#小池百合子 #協力金 https://t.co/nu76Q2auyp
